arxiv_id,year,declared,evidence
2311.01232,2023,1,"Regarding textual content, it was refined with the assistance of ChatGPT 4, which conducted a review of style coherence, and cohesion."
2310.08103,2023,0,"We apply the same pre-trained Wion Transformer (Dosovitskiy et al., 2020), denoted as VIT${}^{*}$ in the workflow, to both the radio and infrared (IR) images to produce their numerical presentations, and the pre-trained BERT language model (Devlin et al., 2018) is used to create a numerical representation of the corresponding text discussions on Radicalk from after removing the tags."
2310.17619,2023,1,During the preparation of this work the authors used chat gpt in order to check grammar.
2311.13437,2023,0,"This article was spell- and stylechecked, but not generated by chatGPT 4.0."
2309.15998,2023,0,"AA would like to express sincere gratitude to ChatGPT for its invaluable language assistance (and for writing its own acknowledgment), and to OpenAI for providing the platform and technology."
2311.08822,2023,1,The languages was polished by ChatGPT during the revision of the draft.
2312.02091,2023,0,"Note that, in the following, 3 types of text are shown: (i) prompts used to condition the LLM generation (all shown inside text boxes, starting with “Prompt:”), (ii) GPT4 responses (either inside a text box starting with “GPT4:”, or inside a code box to facilitate code) readability, and (iii) finally labeled Exploration Notes by the authors that are not part of the dialogue with the LLM, are not i"
2308.10477,2023,1,The English is polished by ChatGPT.
2311.01169,2023,1,We acknowledge the useful support of the DeepL translator.
2308.13125,2023,0,"Available: [https://arxiv.org/abs/1711.07461](https://arxiv.org/abs/1711.07461) Figure 8: Response by ChatGPT from a prompt by the author, and with subsequent edits to either improve language usage or correct factual knowledge."
2311.03692,2023,1,GPT-4 (OpenAI 2023) was used to refine this manuscript.
2110.12735,2021,0,These natural language models are trained to predict masked words in sentences (along with related tasks) and so effectively all digitised writing is useful training data.
2311.17140,2023,1,Open AI's GPT4 was used to check for grammatical correctness of the phrasing.
2302.11227,2023,1,The languages was polished by ChatGPT during the revision of the draft.
2307.05301,2023,1,## Declaration of generative AI and AI-assisted technologies in the writing process During the preparation of this work the authors used ChatGPT developed by OpenAI in order to improve language and readability of this manuscript.
2111.15014,2021,0,"Susskind, ""The anthropic landscape of string theory,"" in _Universe or Multiverse?_, edited by B."
2201.11457,2022,0,"[We will clarify this point in subsubsection XVI.3.3.] - • Considering the orthonormality of ${\cal Y}_{Llm}$’s on $\mathbb{S}^{3}$, the integral representation of $\Phi_{Llm}^{\tau}(x)$’s, say the “Fourier transform” on $\mathbb{S}^{3}$, is given by: $$ \displaystyle\Phi_{Llm}^{\tau}(x)=\frac{1}{2\pi^{2}\big(\xi^{0}\big)^{\tau}}\int_{\mathbb{S}^{3}}\Big(\frac{x\cdot\xi}{R}\Big)^{\tau}{\cal Y}_{Ll"
2307.01349,2023,1,We also thank ChatGPT for writing the first draft of the conclusion (and only the conclusion) of this paper.
2310.13142,2023,1,We acknowledge using ChatGPT (OpenAI 2023) to help polish the language of one paragraph (Vishniac 2023).
2310.04777,2023,1,The languages was polished by ChatGPT during the revision of the draft.
2306.15639,2023,1,The structure of this text has been improved with the help of DeepL write.
2408.08676,2024,0,"From generating human-like text to aiding in code completion, LLMs have significantly impacted the way we interact with technology and the possibilities of what AI can achieve."
2408.14538,2024,1,"The authors made use of the Claude AI assistant (Anthropic, PBC) for writing assistance and editing."
2405.01487,2024,1,"I also acknowledge the use of GPT-3.5, the AI language model developed by OpenAI, for its assistance in identifying and rectifying any grammatical or syntactical errors."
2401.04009,2024,1,"ChatGPT, a variant language model based on GPT-3 (Brown et al., 2020) is employed to correct grammatical errors and improve readability within the text of this work."
2407.02533,2024,1,## Declaration of Generative AI and AI-assisted technologies in the writing process During the preparation of this work the authors used Chat-GPT in order to integrate the draft text with the Astronomy and Computing Latex template.
2406.01716,2024,1,"We would like to acknowledge the use of ChatGPT, a language model developed by OpenAI, which was employed to enhance the readability and style of this article."
2410.02076,2024,1,"In preparing this manuscript, we utilized ChatGPT, a language model developed by OpenAI, for assistance with python and UNIX shell scripts to used in the analysis."
2408.07178,2024,1,This research has made use of ChatGPT to re-structure text and code.
2409.16374,2024,1,Portions of code used to create and edit figures and tables in this manuscript were generated with assistance from Anthropic's Claude 3.5 Sonnet.
2403.08851,2024,0,"### Prompts and Schema Used for Summarization We list here the prompts and schema (i.e., desired output formats) used for guided text generation via Outlines package interfacing with the Mixtral-8x7B-Instruct open-weights large language model."
2409.00067,2024,0,"#### Narrative Summaries The LLM-generated scenario descriptions and human-generated additional narrative text is too detailed to provide here, so we instead edit this text into a much shorter executive summary."
2409.17636,2024,1,The language was polished by ChatGPT during the revision of the draft.
2409.04138,2024,0,The verbatims were translated from French into English using deepl software.
2407.19176,2024,0,"Emerging techniques in generative artificial intelligence are leading to productivity enhancements, particularly in writing code for software; these technologies may dramatically alter the way physicists develop code to analyze data or accelerate the process of porting code to new computing architectures."
2401.04900,2024,0,"Consequently, there have been advancements in NLP tasks like machine translation (Vaswani et al., 2017), question-answering systems (Devlin et al., 2018), text generation (Radford et al., 2018, 2019; Brown et al., 2020), and others, like GPT-4 (OpenAI, 2023)."
2406.11400,2024,0,"Large Language Models and Knowledge Graphs for Astronomical Entity Disambiguation Golnaz Shapurian Abstract This paper presents an experiment conducted during a hackathon, focusing on using large language models (LLMs) and knowledge graph clustering to extract entities and relationships from astronomical text."
2408.16038,2024,1,"## Declaration of generative AI and AI-assisted technologies in the writing process During the preparation of this work, the authors used ChatGPT by OpenAI to gain insights into writing minor pieces of the manuscript."
2401.00219,2024,1,"We also thank K.Doi, W.Zixia and ChatGPT 3.5 for revising our writings and H.Liu for his insightful comments on the quasi-normal modes and non-Hermitian modular operators."
2408.11353,2024,0,"The role of AI has also become important in these new platforms, which use LLMs to parse the text in circulars for parameters of interest."
2409.13640,2024,1,"We used ChatGPT ([https://openai.com/blog/chatgpt](https://openai.com/blog/chatgpt)) to review the LaTeX symbols and English grammar, a task we previously carried out with human revisors."
2405.14238,2024,0,"We recognize the utilization of ChatGPT, a language model created by OpenAI using the GPT-3.5 architecture, for grammar checking in our review paper."
2405.04229,2024,0,"Specifically, Grammarly [1] and DeepL [2] writer."
2406.17301,2024,0,**Declaration of generative AI in scientific writing:** The authors state that they do not support the use of AI tools to analyze and extract insights from data as part of the study process.
2409.15420,2024,1,"Typesetting was expedited with the use of GitHub Copilot, but without the use of any AI-generated text."
2408.02895,2024,0,We have seen a meteoric rise in the use of text generation platforms such as ChatGPT [32] and AI-generated art with tools such as DALL-E [33] and DeepArt.io [34].
2407.16917,2024,1,EGN acknowledges ChatGPT 3.5 for proofreading some of the functions.
2404.07806,2024,1,We acknowledge ChatGPT's contribution in proofreading the manuscript.
2406.13011,2024,0,"This work benefited from the language editing assistance of GPT-4, a language model developed by OpenAI in San Francisco, CA, USA [http://openai.com](http://openai.com)."
2401.13723,2024,0,"Sections of this manuscript were edited for typographical errors, clarity, and conciseness with assistance from OpenAI's GPT-4."
2409.20252,2024,0,"Most relevantly for astronomers, in March of 2023, the editor-in-chief for the AAS journals provided a clear guideline for the use of LLMs in scientific manuscripts submitted to the AAS (Vishniac, 2023): (1) the authors of the manuscript are solely responsible for its content, and (2) LLMs should be cited as software."
2404.02636,2024,1,_Declaration of generative AI and AI-assisted technologies in the writing process._ Generative AI has been used to improve text flow and grammar of parts of the existing text.
2406.17324,2024,0,"To remedy this, we extract words that ChatGPT uses more often than humans when generating academic text and search a total of 1 million articles for them."
2405.13610,2024,1,GPT-4 and Grammarly have been used for grammatical corrections.
2407.02992,2024,1,"Footnote 2: Denominated STAR@ESO (STAR for “Scientific Text Analysis with Robots”) Footnote 3: In three cases, we used ChatGPT 3.5, and in two, we used ChatGPT 4."
2404.01262,2024,0,"## VI Disclaimer In the spirit of intellectual just and scientific meritment, it's essential to illuminate that the entirety of this manuscript unfurls as an elaborate tapestry of satire, intricately woven by the threads of artificial intelligence, specifically ChatGPT."
2409.05775,2024,1,_Declaration of generative AI and AI-assisted technologies in the writing process: During the preparation of this work the author used Grammarly in order to revise the English of this manuscript.
2403.12120,2024,0,## Declaration of Generative AI and AI-assisted technologies in the writing process During the preparation of this work the author(s) used ChatGPT to generate LaTeX code templates.
2406.17057,2024,0,"Open GPT-4o API (OpenAI et al., 2023), Transformers(Wolf et al., 2019), bitsandbytes(Dettmers, 2021) ## Appendix In this appendix we present example images from the different classes considered in the classification problems mentioned in the main text."
2407.21183,2024,0,"## Declaration of generative AI and AI-assisted technologies in the writing process During the preparation of this work, the author(s) used the ChatGPT AI Tool in order to improve language and readability (language editing)."
2408.10444,2024,1,We acknowledge the use of Grammarly in the final proofreading of this document.
2403.12337,2024,0,This is the second of three manuscripts devoted to the attention-based architecture used commonly by large language models [57].
2406.16438,2024,1,**Declaration of generative AI and AI-assisted technologies in the writing process** During the preparation of this work the authors used ChatGPT in order to improve language and readability.
2401.10978,2024,0,**Declaration of generative AI and AI-assisted technologies in the writing process:** During the preparation of this work the author(s) minimally used ChatGPT in order to improve the readability of a few paragraphs.
2406.00071,2024,0,"Shokeen, ""From Text to Transformation: A Comprehensive Review of Large Language Models' Versatility,"" Feb."
2403.07498,2024,1,The authors acknowledge the assistance of tools such as Grammarly and ChatGpt in polishing the text at various places.
2405.01763,2024,1,#### Declaration of Use of Generative AI During the preparation of this work the authors used ChatGPT in order to improve readability and language.
2405.19177,2024,0,Parts of this manuscript were checked for typographical errors and edited for clarity with assistance from OpenAI's GPT-4.
2404.00690,2024,1,Figure 1 and all of the writing was made with the help of ChatGPT.
2408.10959,2024,1,ChatGPT-4o ([https://chatgpt.com/](https://chatgpt.com/)) was used for modifications to English grammar.
2407.20359,2024,1,"We acknowledge using ChatGPT to help clarify the language in parts of the text, which was later checked for scientific accuracy by the authors."
2405.02408,2024,1,"astro.py ([https://github.com/astropy/astropy](https://github.com/astropy/astropy)), numpy.py (van der Walt et al., 2011), dynesty.py (Speagle, 2020), corner.py (Foreman-Mackey, 2016) and ChatGPT was utilized to improve wording at the sentence level; Last accessed February 2024, OpenAI (chat.openai.com/chat)."
2407.01989,2024,0,"So much so, that ""meaning"" is something indicated as a mark of what necessarily separates us from the physical world.79 Footnote 79: Recently Chomsky wrote a paper arguing that Large Language Models do not understand the meaning of the text they produce."
2409.11401,2024,0,"In this work, we treat the conditional halo catalog generation as a language translation problem and use a large language model-like architecture to solve it."
2409.06421,2024,1,The authors would like to acknowledge OpenAI’s ChatGPT for providing coding assistance and manuscript preparation.
2402.18431,2024,0,**Declaration of generative AI in scientific writing:** The authors state that they do not support the use of AI tools to analyze and extract insights from data as part of the study process.
2408.05823,2024,1,"| ## 8 Declaration of Generative AI and AI-assisted technologies in the writing process While preparing this work, the authors used ChatGPT and Grammarly to enhance the manuscript’s language and readability."
2404.18635,2024,0,"Large language models are now infamous for producing lucid text that is both confident and wrong, which is in turn due to there being no underlying knowledge model."
2409.01371,2024,1,"VR would like to acknowledge the use of Grammarly, LanguageTool and ChatGPT for improving the English grammar and sentence structure in the manuscript."
2406.12239,2024,0,"* _Software:_ CMasher (Van der Velden, 2020), NumPy (Harris et al., 2020), SciPy (Virtanen et al., 2020), Matplotlib (Hunter, 2007), ChatGPT-4 (Assisted in the writing of the abstract, OpenAI 2024) * Ginzburg _et al._ (2018) Ginzburg, S., Schlichting, H."
2405.18907,2024,1,During the preparation of this work the authors used ChatGPT 3.5 in order to improve readability and language.
2409.14807,2024,0,"However, we note that it remains possible that even in the form of natural language, there might be subtle differences in the preferences of different LLMs in terms of the format and style of the knowledge, which could lead to the GPT-4o extracted knowledge being more applicable to GPT-4o."
2412.07840,2024,1,"The authors used OpenAI's ChatGPT to assist in drafting portions of the following sections: Abstract, Introduction, and Conclusions."
2501.05297,2025,1,"We acknowledge the use of ChatGPT-4 for grammar corrections and proofreading assistance, which contributed to the refinement of this manuscript."
2504.15530,2025,1,"Declaration of generative AI in scientific writing In preparing this work, we utilized ChatGPT to refine the grammar and enhance the flow of paragraphs in this paper."
2507.03743,2025,1,The authors used OpenAI's ChatGPT to assist with editing and proofreading the manuscript.
2504.08583,2025,0,"We use unimodal text GPT-4 to generate synthetic conversations between an 'AstroLLaVA' oracle simulacrum and a human inquisitor simulacrum (OpenAI, 2023)."
2503.24242,2025,1,"THE REGOLITH UNDER THE CARPET Could you please write a five-sentence text, written as part of a scientific essay, in which I thank ChatGPT for the earnest commitment, the guidance, the remarkable dedication, the patience, etc, that accompanied me for two days?"
2503.05412,2025,1,"For language editing and translation, we utilized DeepL and ChatGPT."
2502.00223,2025,0,"Consequently, I asked ChatGPT to write a program that would scatter a number of bright points at random within a $60-90^{\circ}$ region around the simulated north pole, and then start them rotating with the profile given by Eq(1)."
2503.06004,2025,1,"The AI tool, ChatGPT, was utilised in this study exclusively for the purpose of editing and proofreading all sentences within the manuscript."
2504.10032,2025,1,"884760, ""CoDEX"") The authors acknowledge the use of AI-assisted copy editing (ChatGPT) to improve the text of the manuscript."
2411.13801,2024,1,The languages was polished by ChatGPT during the revision of the draft.
2502.09790,2025,1,We would also like to acknowledge the use of OpenAI's ChatGPT (OpenAI 2025) in editing portions of this manuscript to improve clarity and writing quality.
2504.21096,2025,0,"2024a, GRB Coordinates Network, 37035, 1 [^0]: ${ }^{10}$ ChatGPT serves as grammar checker and paraphrasing tool; OpenAI."
2507.09721,2025,1,"Additionally, we acknowledge the use of ChatGPT (OpenAI, 2020; https://openai.com/blog/chatgpt) for paraphrasing some text and coding support."
2410.06714,2024,0,Y-HW is grateful to the Grammarly (https://www.grammarly.com) and an on-line English assist website (https://academic.chatwithpaper.org) for the English correction on the grammatical and wording issues of this article.
2501.06717,2025,1,We acknowledge the use of AIpowered editing service provided by Writeful (https://www.writefull.com) in revising this manuscript.
2502.18218,2025,0,"The other approach maps the time series vector into text space, as demonstrated in TIME-LLM [17], which employs multi-head attention mechanisms to achieve mapping."
2505.15855,2025,1,"AI usage disclosure: ChatGPT-4 was employed for editing and grammar checks throughout the entire paper to enhance clarity and readability; as well as rephrasing sentences in Sections I, II, III, and IV."
2502.15297,2025,1,"Code Availability The code for this study's implementation is available at: https://github.com/sathwikNARKEDimilli29/BlackHoleMassEstimation # 9 Ethical Consideration In preparing this manuscript, large language models were used for refining grammar and enhancing the overall clarity of the text."
2503.17283,2025,0,Can large language models write parallel code?
2501.11872,2025,1,We express our gratitude to ChatGPT for its assistance in refining the manuscript and enhancing the code to improve execution efficiency.
2503.19968,2025,1,"Additionally, we acknowledge the assistance of AI tools, specifically OpenAI's ChatGPT, for aiding in writing and code development, and Grammarly for enhancing the text's clarity and correctness."
2410.07281,2024,0,"Weinberg (1987) estimated $z_{*} \sim 4.5$ and concluded that ""if it is the anthropic principle that accounts for the smallness of the cosmological constant, then we would expect the vacuum energy density $\rho_{v} \sim(10-100) \rho_{\text {mat0 }}$ because there is no anthropic reason for it to be smaller""."
2506.08086,2025,0,No generative AI was used in the writing of this article.
2505.09042,2025,0,"Declaration of generative AI and AI-assisted technologies in the writing process During the preparation of this work, the author(s) used ChatGPT for translation purposes and for correcting grammatical errors."
2503.22793,2025,0,## ACKNOWLEDGMENTS The bulk of the work in this manuscript is done by ChatGPT and deepseek.
2412.08715,2024,0,"We are already hearing many reports of the usage of artificial intelligence and large language models to write reference letters, and this is likely only to increase in the future, as technology improves and if pressure on letter writers continues to build."
2507.08823,2025,1,The authors utilized ChatGPT for AI-assisted copy editing and improving the manuscript's language.
2505.03890,2025,1,"We complement the use of LLM-based tools (ChatGPT, Grammarly) with critical thinking, as was proposed in (Fouesneau et al."
2503.08586,2025,1,"We express our gratitude to ChatGPT, an AI model developed by OpenAI, for its assistance in polishing the English of this paper."
2503.17841,2025,1,GPT-4 [22] was used to refine this manuscript.
2410.14804,2024,1,This manuscript benefited from grammar checking and proofreading using ChatGPT (OpenAI; https:// openai.com/chatgpt).
2411.04968,2024,1,The authors would like to acknowledge the use of ChatGPT (version 4.0 and 4.01-preview) developed by OpenAI for assisting with language editing of this manuscript.
2501.17508,2025,0,"However, the language was edited by using ChatGPT."
2506.20690,2025,1,The authors utilized ChatGPT for AI-assisted copy editing and improving the manuscript's language.
2506.15952,2025,1,"Portions of this text were written with the assistance of ChatGPT (OpenAI, 2024), especially in regard to English usage and grammar."
2506.06445,2025,1,"The authors used ChatGPT (version GPT-4), a language model developed by OpenAI, to help improve the grammar and clarity of the manuscript."
2507.03102,2025,1,## 10 Materials and Methods We acknowledge the use of ChatGPT 4.0 for grammatical and typographical review.
2504.01645,2025,0,"We will share our experience in writing, handling and evaluating proposals in astronomy, and add thoughts about modern developments, including the possible use of artificial intelligence (AI) large language models (LLMs) like ChatGPT."
2412.08490,2024,0,"RQ 2.2 Can we use an LLM to translate from CUDA (NVIDIA) to HIP (AMD), and how does this perform?"
2505.23902,2025,1,"acknowledges the use of ChatGPT, which has been used on rare occasions to improve the clarity of the writing."
2502.18045,2025,0,No generative AI was used in the production of this manuscript.
2410.06246,2024,1,"2024, Claude, v3, Anthropic, Conversational AI model used for editing manuscript and generating testable code; the authors wrote all of the original manuscript text."
2503.22866,2025,0,SN would like to acknowledge the language assistance provided by ChatGPT (https: //chatgpt.com/) and DeepL (https://www.deepl.com/) during the preparation of this manuscript.
2502.12251,2025,0,SN would like to acknowledge the language assistance provided by ChatGPT (https://chatgpt.com/) and DeepL (https://www.deepl.com/) during the preparation of this manuscript.
2501.07677,2025,1,"Minor typos, grammar and spelling mistakes were identified with the assistance of ChatGPT-4o ${ }^{3}$ when preparing this document."
2503.02884,2025,1,"ChatGPT has been used to speed up writing some of the Python scripts, e.g., for plotting data."
2503.23015,2025,0,"Leveraging modern AI, the authors have developed a digital avatar of Clarke, an AI assistant, named ArthurGPT, grounded in his writings and interviews."
2504.19868,2025,1,We acknowledge the use of ChatGPT (OpenAI) for minor refinements to the language of the text.
2504.10672,2025,1,## Declaration of generative AI in scientific writing During the preparation of this work the authors used ChatGPT in order to improve the flow and readability of the text.
2503.24319,2025,0,"We gratefully acknowledge our own remaining ability to formulate coherent sentences without the use of generative language models, and certify that no machine (other than the coffee machine) was harmed in the production of this text."
2507.12519,2025,0,"In the second case (""anthropic""), we have set $\gamma_{\text {dil }}=1$ and tuned $\theta_{i}$ to achieve the correct dark matter abundance."
2504.13395,2025,1,We used OpenAI's GPT-4 language model for assistance with language refinement and drafting parts of the manuscript.
2501.08084,2025,1,BS acknowledges the use of free version of ChatGPT (OpenAI) for language polishing and manuscript text refinement.
2504.02305,2025,1,This manuscript benefited from grammar checking and proofreading using ChatGPT (OpenAI; https://openai.
2506.09116,2025,1,"2025, ChatGPT, Model o3; Conversational AI model used for editing manuscript and generating testable code; the author wrote all of the original manuscript text."
2502.17319,2025,1,"We would like to acknowledge the use of DeepL Write, a artificial intelligence writing assistant developed by DeepL, which was employed to enhance the readability and style of this article."
2501.06538,2025,0,"In last couple of years, spectacular advances in machine translation using large language models have raised the possibility of AI aiding the human translation effort, however at this time the technology is still in too nascent stage to translate materials in Indian languages in an error-free manner."
2505.08352,2025,0,# Declaration of generative AI and AI-assisted technologies in the writing process.
2505.16198,2025,1,"During the preparation of this manuscript, the authors used 'DeepL' for improving English usage."
2504.03424,2025,0,"For the diff-based code editing components, we implement a different approach using OpenAI's o3mini-high model."
2410.21974,2024,0,No generative artificial intelligence has been used to write the manuscript.
2412.02744,2024,1,"The texts and figures are original; several software were used to improve the readability and the quality of the text, such as ChatGPT, Grammarly and Google Translate."
2507.05000,2025,1,JMP acknowledges the support of the Department for Economy (DfE) and the use of Grammarly for proofreading and grammar checking.
2507.00765,2025,1,"We acknowledge the use of large language models (LLMs), including ChatGPT, to improve the grammar, clarity, and readability of the manuscript."
2507.01939,2025,0,"In parallel, the past five years have witnessed the remarkable success of large language models (LLMs) in natural language understanding, conversational AI, and text generation (Vaswani et al."
2503.20777,2025,1,The authors acknowledge the use of OpenAI's ChatGPT for assistance in refining the language and improving the clarity of the manuscript.
2504.20036,2025,0,"2021), Eddy (Teague 2019), Grammarly (last used 01/2025, website), Matplotlib (Hunter 2007), Numpy (van der Walt et al."
2501.04247,2025,0,"To optimize the performance of the LLMs in this text parsing task, we meticulously design prompts that include key components: role specification, task description, main objectives (with particular emphasis on fields like telescope names), and a well-crafted one-shot learning example."
2504.12852,2025,0,"Thus, if we could set a more stringent upper bound on $\rho_{\Lambda}$ from refined anthropic considerations or other reasoning, $m_{\text {peak }}$ would become smaller."
2411.03931,2024,1,# ACKNOWLEDGEMENTS We thank ChatGPT for polishing our English in this paper.
2504.19177,2025,1,"We express our gratitude to ChatGPT, an AI model developed by OpenAI, for its assistance in polishing the English of this paper."
2507.08680,2025,1,The authors acknowledge the use of Grammarly to help them improve the writing style and coherence of the text.
2504.04387,2025,1,We thank ChatGPT for assisting us in polishing the manuscript and optimizing the code to improve its execution speed.
2501.04082,2025,1,"This work made use of ChatGPT, a large language model developed by OpenAI, to assist with rewording sentences and improving the flow of the text."
2410.19047,2024,1,The authors acknowledge the use of Grammarly( Grammarly 2024) and OpenAI's ChatGPT ( OpenAI 2024) for language refinement and proofreading.
2501.03876,2025,0,"Already, rapid developments in the area of large language models (LLMs) are enhancing efficiency in writing code through tools like OpenAI's ChatGPT and GitHub's Copilot."
